osm_way_id,street_name,road_type,ward_code,ward_name,status
4481900,Parkway,tertiary,W05001064,Sketty,not_started
4486522,Wimmerfield Avenue,residential,W05001045,Dunvant_Killay,not_started
4486523,Wimmerfield Drive,tertiary,W05001045,Dunvant_Killay,not_started
4486524,Heather Crescent,residential,W05001064,Sketty,not_started
44887691,Mansel Court,residential,W05001049,Gowerton,not_started
44887693,Talbot Green,residential,W05001049,Gowerton,not_started
44887697,Pen-y-Dre,residential,W05001049,Gowerton,not_started
44887702,Heol y Gog,residential,W05001049,Gowerton,not_started
44887706,Bryn Eithin,residential,W05001049,Gowerton,not_started
44887707,Cae Grawn,residential,W05001049,Gowerton,not_started
44895507,Church Street,residential,W05001049,Gowerton,not_started
44908896,Parkwood,residential,W05001049,Gowerton,not_started
4520751,Laurel Place,residential,W05001064,Sketty,not_started
4520755,Cygnet Close,unclassified,W05001045,Dunvant_Killay,not_started
4520758,Dylan Road,residential,W05001045,Dunvant_Killay,not_started
4520760,Fairy Grove,unclassified,W05001045,Dunvant_Killay,not_started
4520762,De La Beche Road,tertiary,W05001064,Sketty,not_started
4520763,Briar Dene,residential,W05001064,Sketty,not_started
45324436,Clos Tygwyn,residential,W05001049,Gowerton,not_started
45324443,Clôs Trafle,residential,W05001049,Gowerton,not_started
45324444,Lliw Valley Close,residential,W05001049,Gowerton,not_started
45324449,Elba Street,residential,W05001049,Gowerton,not_started
45324454,Clos Gwernen,residential,W05001049,Gowerton,not_started
45324457,Nevills Close,residential,W05001049,Gowerton,not_started
45324462,Fairwood Terrace,residential,W05001049,Gowerton,not_started
45324464,Alder Way,residential,W05001049,Gowerton,not_started
45324468,Clos Afon Llan,residential,W05001049,Gowerton,not_started
45330626,Clôs Helyg,residential,W05001049,Gowerton,not_started
45330692,Roper Wright Close,residential,W05001049,Gowerton,not_started
45379017,Brynhyfryd Street,residential,W05001044,Cwmbwrla,not_started
45379024,Sylvia Terrace,residential,W05001044,Cwmbwrla,not_started
45379038,Ewart Place,residential,W05001044,Cwmbwrla,not_started
45379054,Weavers Mill,residential,W05001044,Cwmbwrla,not_started
45379059,Cross Street,residential,W05001044,Cwmbwrla,not_started
45379100,Frederick Street,residential,W05001044,Cwmbwrla,not_started
45379105,Freeman Street,residential,W05001044,Cwmbwrla,not_started
45379112,Brondeg Crescent,residential,W05001044,Cwmbwrla,not_started
45379123,Caebricks Road,residential,W05001044,Cwmbwrla,not_started
45392335,Spencer Street,residential,W05001044,Cwmbwrla,not_started
45396212,Gelli Grafog,residential,W05001065,StThomas,not_started
4542896,Dunvant Square,secondary,W05001045,Dunvant_Killay,not_started
4542910,Ernald Place,residential,W05001067,Uplands,not_started
4542914,Bernard Street,residential,W05001067,Uplands,not_started
4542915,Alexandra Terrace,residential,W05001067,Uplands,not_started
4550187,Ffordd Taliesin,residential,W05001045,Dunvant_Killay,not_started
4550194,Sycamore Close,residential,W05001064,Sketty,not_started
4550195,Hendrefoilan Drive,residential,W05001064,Sketty,not_started
4554180,New Mill Road,residential,W05001064,Sketty,not_started
4554182,Jasmine Close,residential,W05001064,Sketty,not_started
4555306,Laburnham Place,residential,W05001064,Sketty,not_started
4555307,Baytree Avenue,residential,W05001064,Sketty,not_started
4570969,Westbury Street,tertiary,W05001067,Uplands,not_started
45767319,Clôs Leighton Davies,residential,W05001049,Gowerton,not_started
45767321,Llys Elba,residential,W05001049,Gowerton,not_started
45767327,Clos Healy,residential,W05001049,Gowerton,not_started
45767330,Ffordd Butler,residential,W05001049,Gowerton,not_started
45767334,Ffordd y Gamlas,residential,W05001049,Gowerton,not_started
45767339,Llys Baldwin,residential,W05001049,Gowerton,not_started
45767412,Clos Bevan,residential,W05001049,Gowerton,not_started
45767413,Clwyd Wen,residential,W05001049,Gowerton,not_started
45767414,Clos y Gweydd,residential,W05001049,Gowerton,not_started
45767416,Maes-y-Deri,residential,W05001049,Gowerton,not_started
45767417,Ffordd Alltwen,residential,W05001049,Gowerton,not_started
45767419,Clos Cae Dafydd,residential,W05001049,Gowerton,not_started
4602961,Devon View,residential,W05001064,Sketty,not_started
46335241,Glanmorfa,residential,W05001049,Gowerton,not_started
46335242,Ffos Felen,residential,W05001049,Gowerton,not_started
46335246,Dan yr Allt,residential,W05001049,Gowerton,not_started
46335248,The Mount,residential,W05001049,Gowerton,not_started
46335250,Springfield Close,residential,W05001049,Gowerton,not_started
46335251,Uplands,residential,W05001049,Gowerton,not_started
46335253,Shaw Street,residential,W05001049,Gowerton,not_started
46335254,William Bowen Close,residential,W05001049,Gowerton,not_started
4686511,Derlwyn,tertiary,W05001045,Dunvant_Killay,not_started
4686512,Penallt,residential,W05001045,Dunvant_Killay,not_started
4686567,Bruce Road,unclassified,W05001069,Waunarlwydd,not_started
4686567,Bruce Road,unclassified,W05001043,Cockett,not_started
47267191,David Street,residential,W05001044,Cwmbwrla,not_started
47267401,Lynn Street,residential,W05001044,Cwmbwrla,not_started
47267419,Siloh Road,residential,W05001050,Landore,not_started
47267615,Mysydd Terrace,residential,W05001050,Landore,not_started
47269117,Wern Road,residential,W05001050,Landore,not_started
47269278,Sharpsburg Place,residential,W05001050,Landore,not_started
47269579,Station Road,residential,W05001050,Landore,not_started
47269659,Field Street,residential,W05001050,Landore,not_started
47270014,Plas-y-Coed Avenue,residential,W05001055,Morriston,not_started
47702055,Moorview Road,residential,W05001043,Cockett,not_started
48133026,Gower Rise,residential,W05001049,Gowerton,not_started
48133029,Cedar Close,residential,W05001049,Gowerton,not_started
48133033,Llys y Farchnad,residential,W05001049,Gowerton,not_started
48133034,Tir y Farchnad,residential,W05001049,Gowerton,not_started
48133036,Clos y Porthmon,residential,W05001049,Gowerton,not_started
48133037,Clos Tregwyr,residential,W05001049,Gowerton,not_started
48133038,Heol y Gwartheg,residential,W05001049,Gowerton,not_started
48133040,Yr Hen Gorlan,residential,W05001049,Gowerton,not_started
48348886,Woodview,residential,W05001049,Gowerton,not_started
48348887,Brookside,residential,W05001049,Gowerton,not_started
48348888,Springbourne Close,residential,W05001049,Gowerton,not_started
48348889,Willowbank,residential,W05001049,Gowerton,not_started
48348891,Ravensfield,residential,W05001049,Gowerton,not_started
48352343,Baytree Court,residential,W05001049,Gowerton,not_started
48427748,Brithwen Road,residential,W05001069,Waunarlwydd,not_started
48427750,Bryn Close,residential,W05001049,Gowerton,not_started
48427752,Derwen Close,residential,W05001069,Waunarlwydd,not_started
48674605,Long Oaks Mews,residential,W05001067,Uplands,not_started
48674611,Long Oaks Avenue,residential,W05001067,Uplands,not_started
48677110,Newnham Crescent,residential,W05001067,Uplands,not_started
48677113,Somerville Court,residential,W05001067,Uplands,not_started
48853033,Meadowcroft Close,residential,W05001069,Waunarlwydd,not_started
48853037,Stepney Road,residential,W05001069,Waunarlwydd,not_started
48853038,St Nicholas Close,residential,W05001069,Waunarlwydd,not_started
48853039,Westfield Road,residential,W05001069,Waunarlwydd,not_started
48853046,St. Govan's Place,residential,W05001069,Waunarlwydd,not_started
48853051,Camrose Drive,residential,W05001069,Waunarlwydd,not_started
48853056,Heol Ceri,residential,W05001069,Waunarlwydd,not_started
48853061,Heol Cleddau,residential,W05001069,Waunarlwydd,not_started
48853062,Greenways,residential,W05001069,Waunarlwydd,not_started
48853069,Hillbrook Close,residential,W05001069,Waunarlwydd,not_started
48905508,Ash Grove,residential,W05001069,Waunarlwydd,not_started
48908318,Runnymede,residential,W05001067,Uplands,not_started
48976735,Hollett Road,residential,W05001059,Penderry,not_started
48976737,Lloyd Road,residential,W05001057,Mynydd-bach,not_started
48976740,Penlan Terrace,residential,W05001057,Mynydd-bach,not_started
48976740,Penlan Terrace,residential,W05001059,Penderry,not_started
48976742,Parkhill Terrace,residential,W05001059,Penderry,not_started
48976742,Parkhill Terrace,residential,W05001057,Mynydd-bach,not_started
48976747,Wynter Court,residential,W05001057,Mynydd-bach,not_started
48976748,Waun Gron Road,residential,W05001057,Mynydd-bach,not_started
48976749,Waun Gron Close,residential,W05001057,Mynydd-bach,not_started
48981681,Moriah Road,residential,W05001057,Mynydd-bach,not_started
48981685,Heol y Cnap,residential,W05001057,Mynydd-bach,not_started
48981685,Heol y Cnap,residential,W05001050,Landore,not_started
48981688,New Road,residential,W05001057,Mynydd-bach,not_started
48981692,Heol Gwell,residential,W05001057,Mynydd-bach,not_started
48981693,Brynawel Crescent,residential,W05001057,Mynydd-bach,not_started
48981698,Pen y Wern Terrace,residential,W05001050,Landore,not_started
48981699,Pwll Street,residential,W05001050,Landore,not_started
48981704,Cae Rowland Street,residential,W05001044,Cwmbwrla,not_started
49013268,Grey Street,residential,W05001050,Landore,not_started
49023011,Windermere Road,residential,W05001057,Mynydd-bach,not_started
49023018,Windermere Road,residential,W05001055,Morriston,not_started
49023019,Ullswater Crescent,residential,W05001057,Mynydd-bach,not_started
49023020,Llanllienwen Close,residential,W05001055,Morriston,not_started
49023024,Tan-y-lan Terrace,tertiary,W05001055,Morriston,not_started
49023652,Clos Caersalem,residential,W05001057,Mynydd-bach,not_started
49066040,Bennett Street,residential,W05001050,Landore,not_started
49066041,Hamilton Street,residential,W05001050,Landore,not_started
49231937,Clos Cenawon,residential,W05001055,Morriston,not_started
49231939,Clos Rhedyn,residential,W05001055,Morriston,not_started
49231940,Penrhyn Court,residential,W05001055,Morriston,not_started
49231943,Tregelles Court,residential,W05001055,Morriston,not_started
49231945,Pentewan Close,residential,W05001055,Morriston,not_started
49231947,Tregarne Close,residential,W05001055,Morriston,not_started
49233190,Y Berllan,residential,W05001051,Llangyfelach,not_started
49233192,Cae Melyn,residential,W05001051,Llangyfelach,not_started
49233194,Llysgwyn,residential,W05001051,Llangyfelach,not_started
49233195,Y Dolau,residential,W05001051,Llangyfelach,not_started
49233198,Brynglas,residential,W05001051,Llangyfelach,not_started
49233199,Delfan,residential,W05001051,Llangyfelach,not_started
49233205,Y Waun Fach,residential,W05001051,Llangyfelach,not_started
49233207,Pant-y-Blodau,residential,W05001051,Llangyfelach,not_started
49233209,Y Wern,residential,W05001051,Llangyfelach,not_started
49233211,Cae Eithin,residential,W05001051,Llangyfelach,not_started
49233213,Cae Penpant,residential,W05001051,Llangyfelach,not_started
49233219,Maes y Dderwen,residential,W05001051,Llangyfelach,not_started
49234466,Clos Ddu,residential,W05001057,Mynydd-bach,not_started
49234467,Bryncelyn,residential,W05001051,Llangyfelach,not_started
49234470,Ffordd Dewi,residential,W05001051,Llangyfelach,not_started
49234471,Bryn Hedydd,residential,W05001057,Mynydd-bach,not_started
49234471,Bryn Hedydd,residential,W05001051,Llangyfelach,not_started
49234474,Clos Waun Wen,residential,W05001051,Llangyfelach,not_started
49234477,Parc y Delyn,residential,W05001051,Llangyfelach,not_started
49234478,Cae Crug,residential,W05001051,Llangyfelach,not_started
49234486,Bryn Rhosyn,residential,W05001051,Llangyfelach,not_started
49234487,Bro Dawel,residential,W05001051,Llangyfelach,not_started
49234490,Llys Penpant,residential,W05001051,Llangyfelach,not_started
49234491,Bryn y Gors,residential,W05001051,Llangyfelach,not_started
49234492,Pen y Maes,residential,W05001051,Llangyfelach,not_started
49234494,Yr Hafod,residential,W05001051,Llangyfelach,not_started
49234753,Slate Street,residential,W05001055,Morriston,not_started
49234754,Crown Street,residential,W05001055,Morriston,not_started
49234759,Harris Street,residential,W05001055,Morriston,not_started
49234765,Horeb Road,residential,W05001055,Morriston,not_started
49309474,Stryd St Teilo,primary,W05001062,Pontarddulais,not_started
49309480,Clos Maes yr Ysgol,residential,W05001062,Pontarddulais,not_started
49364083,Lancaster Court,residential,W05001043,Cockett,not_started
49364086,Cranfield Court,residential,W05001043,Cockett,not_started
49364092,Hatfield Court,residential,W05001043,Cockett,not_started
49364095,Cantref Court,residential,W05001043,Cockett,not_started
49364099,Burgley Court,residential,W05001043,Cockett,not_started
49364105,Beaufort Court,residential,W05001059,Penderry,not_started
49364112,Cranfield Court,residential,W05001059,Penderry,not_started
49364114,Chantry Court,residential,W05001059,Penderry,not_started
49364115,Cranmer Court,residential,W05001059,Penderry,not_started
49364116,Richmond Way,residential,W05001059,Penderry,not_started
49364118,Maes y Felin,residential,W05001059,Penderry,not_started
49364118,Maes y Felin,residential,W05001043,Cockett,not_started
49364119,Maes Y Parc,residential,W05001043,Cockett,not_started
49364122,Latimer Court,residential,W05001043,Cockett,not_started
49364127,Badminton Gardens,residential,W05001043,Cockett,not_started
49364133,Llwyncethin Road,residential,W05001044,Cwmbwrla,not_started
49532875,Mansion Gardens,residential,W05001060,Penllergaer,not_started
49619012,Cnap Llwyd Road,residential,W05001050,Landore,not_started
49619014,Trewyddfa Terrace,residential,W05001050,Landore,not_started
49619019,Maple Tree Close,residential,W05001057,Mynydd-bach,not_started
49619026,Cwmgelli Drive,residential,W05001057,Mynydd-bach,not_started
49619038,Cwmgelli Close,residential,W05001057,Mynydd-bach,not_started
49619040,Oakwood Avenue,residential,W05001057,Mynydd-bach,not_started
49619041,Beech Tree Close,residential,W05001057,Mynydd-bach,not_started
49619045,Honeysuckle Drive,residential,W05001057,Mynydd-bach,not_started
49619046,Elan Avenue,residential,W05001057,Mynydd-bach,not_started
49619047,Third Avenue,residential,W05001057,Mynydd-bach,not_started
49619049,Fourth Avenue,residential,W05001057,Mynydd-bach,not_started
49619052,Fifth Avenue,residential,W05001057,Mynydd-bach,not_started
49619057,Furze Crescent,residential,W05001057,Mynydd-bach,not_started
49619061,Penyryrfa,residential,W05001057,Mynydd-bach,not_started
49619064,Arwelfa,residential,W05001057,Mynydd-bach,not_started
49619066,Tenth Avenue,residential,W05001057,Mynydd-bach,not_started
49619067,Ninth Avenue,residential,W05001057,Mynydd-bach,not_started
49619078,Penrhiw Road,residential,W05001057,Mynydd-bach,not_started
49619085,Ystwyth Place,residential,W05001057,Mynydd-bach,not_started
49619097,Mount Crescent,residential,W05001057,Mynydd-bach,not_started
49619098,Clos Pen y Banc,residential,W05001057,Mynydd-bach,not_started
49732266,Elm Close,residential,W05001069,Waunarlwydd,not_started
49732269,Laurel Drive,residential,W05001069,Waunarlwydd,not_started
49732271,Birch Grove,residential,W05001069,Waunarlwydd,not_started
49732277,Oak Drive,residential,W05001069,Waunarlwydd,not_started
49732278,Maple Drive,residential,W05001069,Waunarlwydd,not_started
49876867,Morris Street,residential,W05001055,Morriston,not_started
49876872,Siloh Road,residential,W05001057,Mynydd-bach,not_started
49876874,Green Street,residential,W05001055,Morriston,not_started
49876876,Clos yr Orsaf,residential,W05001055,Morriston,not_started
49876880,Bedford Street,residential,W05001055,Morriston,not_started
49876883,Clos Camlas,residential,W05001055,Morriston,not_started
49876885,Banwell Street,residential,W05001055,Morriston,not_started
49876887,Margam Avenue,residential,W05001055,Morriston,not_started
49876890,Globe Street,residential,W05001055,Morriston,not_started
49876903,Soar Terrace,residential,W05001055,Morriston,not_started
49876905,Pentrepoeth School Road,residential,W05001055,Morriston,not_started
49876907,Brayley Road,residential,W05001055,Morriston,not_started
49876917,Bishop's Walk,residential,W05001055,Morriston,not_started
49876924,Heol Grug,residential,W05001055,Morriston,not_started
49876926,Heol Eirlys,residential,W05001055,Morriston,not_started
49876928,Heol y Rhedyn,residential,W05001055,Morriston,not_started
49876929,Camellia Drive,residential,W05001055,Morriston,not_started
49876930,Heol Miaren,residential,W05001055,Morriston,not_started
49988586,Foxgrove,residential,W05001069,Waunarlwydd,not_started
49988590,Corporation Road,unclassified,W05001069,Waunarlwydd,not_started
50236785,Login Road,residential,W05001069,Waunarlwydd,not_started
50236789,Clas-yr-Onnen,residential,W05001069,Waunarlwydd,not_started
50236792,Cwm Clyd,residential,W05001069,Waunarlwydd,not_started
50236796,Clas-y-Deri,residential,W05001069,Waunarlwydd,not_started
50236803,Cil y Coed,residential,W05001069,Waunarlwydd,not_started
50236803,Cil y Coed,residential,W05001043,Cockett,not_started
50249404,Villa Terrace,residential,W05001057,Mynydd-bach,not_started
50249407,Penlan Grove,residential,W05001059,Penderry,not_started
50249408,Parkhill Road,residential,W05001057,Mynydd-bach,not_started
50249408,Parkhill Road,residential,W05001059,Penderry,not_started
50249409,Tudor Road,residential,W05001057,Mynydd-bach,not_started
50249412,Heol Frank,residential,W05001059,Penderry,not_started
50249417,Llangorse Road,residential,W05001059,Penderry,not_started
50249435,Pensalem Road,residential,W05001059,Penderry,not_started
50249451,Penmynydd Road,residential,W05001059,Penderry,not_started
50249472,Tudno Close,residential,W05001059,Penderry,not_started
50249475,Heol Emrys,residential,W05001059,Penderry,not_started
50249482,Penrhyn Avenue,residential,W05001059,Penderry,not_started
50250537,Greenfield Crescent,residential,W05001052,Llansamlet,not_started
50250574,Eileen Road,residential,W05001052,Llansamlet,not_started
503336490,Howells' Reach,residential,W05001064,Sketty,not_started
50366417,Nottage Mews,residential,W05001056,Mumbles,not_started
504446766,Morfa Road,tertiary,W05001050,Landore,not_started
509844702,Hillcrest,residential,W05001053,Llwchwr,not_started
51008380,Sardis Close,residential,W05001069,Waunarlwydd,not_started
51008390,Barnabas Close,residential,W05001069,Waunarlwydd,not_started
51008405,Clas-y-Bedw,residential,W05001069,Waunarlwydd,not_started
51008426,Rosewarne Close,residential,W05001069,Waunarlwydd,not_started
51009388,Denver Road,residential,W05001043,Cockett,not_started
51086736,Heol Will George,residential,W05001069,Waunarlwydd,not_started
511135765,Picton Arcade,pedestrian,W05001041,Castle,not_started
511552930,Ffordd Parc Felindre,unclassified,W05001051,Llangyfelach,not_started
51193718,Carmarthen Road,secondary,W05001053,Llwchwr,not_started
51492953,Gelli Deg,residential,W05001043,Cockett,not_started
516594940,Heol Y Creyr Bach,residential,W05001047,Gorseinon_Penyrheol,not_started
516594941,Heol Y Pibydd,residential,W05001047,Gorseinon_Penyrheol,not_started
516650814,Mill Street,residential,W05001047,Gorseinon_Penyrheol,not_started
52110713,Heol Islwyn,residential,W05001043,Cockett,not_started
52110717,Heol Iscoed,residential,W05001043,Cockett,not_started
5353723,Ridgeway,tertiary,W05001045,Dunvant_Killay,not_started
54951419,Curry Close,residential,W05001045,Dunvant_Killay,not_started
54951430,Llys Teg,residential,W05001045,Dunvant_Killay,not_started
54951436,Bro Dawel,residential,W05001045,Dunvant_Killay,not_started
54951450,Llanerch Road,unclassified,W05001045,Dunvant_Killay,not_started
54951487,Cae Crwn,residential,W05001045,Dunvant_Killay,not_started
54962127,St Rhidian Drive,residential,W05001045,Dunvant_Killay,not_started
54964870,St Nicholas Court,residential,W05001045,Dunvant_Killay,not_started
54964872,Wimmerfield Close,residential,W05001045,Dunvant_Killay,not_started
54964873,Keats Grove,residential,W05001045,Dunvant_Killay,not_started
54964878,Heol Glasnant,residential,W05001045,Dunvant_Killay,not_started
54964888,Stepney Lane,residential,W05001043,Cockett,not_started
55045830,Carmel Road,unclassified,W05001063,Pontlliw_Tircoed,not_started
55045843,Allt Y Graban Road,unclassified,W05001063,Pontlliw_Tircoed,not_started
55059599,St Aiden Drive,residential,W05001045,Dunvant_Killay,not_started
55597617,Port Talbot Place,residential,W05001059,Penderry,not_started
55597618,Glasbrook Place,residential,W05001059,Penderry,not_started
55880326,Peniel Road,residential,W05001057,Mynydd-bach,not_started
55880329,Llys Dol,residential,W05001055,Morriston,not_started
55880333,Treharne Road,residential,W05001055,Morriston,not_started
55880433,Allaway Court,residential,W05001041,Castle,not_started
55880445,Cwmfelin Way,residential,W05001041,Castle,not_started
55880447,Lydbrook Court,residential,W05001041,Castle,not_started
5608516,Park Road,residential,W05001049,Gowerton,not_started
5608521,Gurnos Road,residential,W05001049,Gowerton,not_started
5666756,St. Helens Avenue,residential,W05001067,Uplands,not_started
5666758,St. Helens Crescent,residential,W05001067,Uplands,not_started
5712268,Rheidol Avenue,tertiary,W05001057,Mynydd-bach,not_started
59148640,Aneurin Way,residential,W05001064,Sketty,not_started
59434322,Lamb Lane,residential,W05001045,Dunvant_Killay,not_started
59652357,Pontardawe Road,secondary,W05001042,Clydach,not_started
59843176,Heatherslade Close,residential,W05001061,Pennard,not_started
601806881,Sir Harry Secombe Court,residential,W05001068,Waterfront,not_started
60187251,Capel Road,tertiary,W05001042,Clydach,not_started
60269928,Cotswold Close,residential,W05001043,Cockett,not_started
60269956,Downs Close,residential,W05001043,Cockett,not_started
60269975,Bryn Road,residential,W05001043,Cockett,not_started
60269984,Bryn Siriol,residential,W05001043,Cockett,not_started
60270000,Cheviot Close,residential,W05001043,Cockett,not_started
60270005,Pennine Close,residential,W05001043,Cockett,not_started
60270022,Snowdon Drive,residential,W05001043,Cockett,not_started
60270030,Mendip Close,residential,W05001043,Cockett,not_started
60270037,Pentland Close,residential,W05001043,Cockett,not_started
60270041,Landsdowne Court,residential,W05001043,Cockett,not_started
60270042,Weig Fach Lane,residential,W05001043,Cockett,not_started
60270045,Grampian Way,residential,W05001043,Cockett,not_started
60270046,Aldwyn Road,residential,W05001043,Cockett,not_started
60270047,Venables Close,residential,W05001043,Cockett,not_started
60270049,St. Peter's Avenue,residential,W05001043,Cockett,not_started
60270050,Murrayfield Close,residential,W05001043,Cockett,not_started
60270052,Clos San Pedr,residential,W05001043,Cockett,not_started
60270054,Gomer Gardens,residential,W05001066,Townhill,not_started
60270062,Elphin Gardens,residential,W05001066,Townhill,not_started
60580332,Rhodfa'r Brain,residential,W05001043,Cockett,not_started
60580496,Beverley Gardens,residential,W05001043,Cockett,not_started
60580531,Beverley Close,residential,W05001043,Cockett,not_started
60580731,Goole Road,residential,W05001043,Cockett,not_started
60581253,Morlais Road,residential,W05001059,Penderry,not_started
60581298,Cadnant Road,residential,W05001059,Penderry,not_started
60581352,Arennig Road,residential,W05001059,Penderry,not_started
60581364,Carrog Road,residential,W05001059,Penderry,not_started
60581374,Idwal Place,residential,W05001059,Penderry,not_started
60815041,Penrhos Place,residential,W05001043,Cockett,not_started
60815049,Moorview Close,residential,W05001043,Cockett,not_started
60815059,Weig Gardens,residential,W05001043,Cockett,not_started
60815069,McRitchie Place,residential,W05001043,Cockett,not_started
60815079,Clos Aderyn Du,residential,W05001043,Cockett,not_started
60815088,Haig Place,residential,W05001043,Cockett,not_started
60815095,Weig Road,residential,W05001043,Cockett,not_started
60815102,Gendros Drive,residential,W05001043,Cockett,not_started
60815106,Gendros Close,residential,W05001043,Cockett,not_started
60815119,Cwm Du Close,residential,W05001043,Cockett,not_started
60815122,Mile End Close,residential,W05001043,Cockett,not_started
60815159,Bryn Goleu Road,residential,W05001043,Cockett,not_started
60818031,Llwyn Celyn,residential,W05001043,Cockett,not_started
60818035,Llwyn On,residential,W05001043,Cockett,not_started
60818042,Clos Madlen,residential,W05001043,Cockett,not_started
60818060,Llwyn Derw,residential,W05001043,Cockett,not_started
60818081,Llwyn Bedw,residential,W05001043,Cockett,not_started
60818085,Llwyn Eithin,residential,W05001043,Cockett,not_started
60818098,Nant y Felin,unclassified,W05001043,Cockett,not_started
60818108,Abergelly Road,unclassified,W05001043,Cockett,not_started
60818122,Europa Way,unclassified,W05001043,Cockett,not_started
60849709,Heol Trefor,residential,W05001059,Penderry,not_started
60849711,Lôn Ithon,residential,W05001055,Morriston,not_started
60849714,Lôn Nedd,residential,W05001055,Morriston,not_started
60849716,Heol Cefni,residential,W05001055,Morriston,not_started
60849717,Lan Manor,residential,W05001055,Morriston,not_started
60849718,Lôn Hafren,residential,W05001055,Morriston,not_started
60849721,Lôn Gwendraeth,residential,W05001055,Morriston,not_started
60849725,Lôn Sawdde,residential,W05001055,Morriston,not_started
60849737,Lôn Claerwen,residential,W05001055,Morriston,not_started
60849778,Cwrt Llwyn Fedwen,residential,W05001055,Morriston,not_started
60849781,Cwrt Cilmeri,residential,W05001055,Morriston,not_started
60849787,Llys Dur,residential,W05001055,Morriston,not_started
60849815,Field Close,residential,W05001055,Morriston,not_started
60849824,Glyncollen Drive,residential,W05001055,Morriston,not_started
60849827,Cae-nan,residential,W05001055,Morriston,not_started
60849831,Glyn Hirnant,residential,W05001055,Morriston,not_started
60849841,Glyncollen Crescent,residential,W05001055,Morriston,not_started
60849848,Gwern Fadog Road,residential,W05001055,Morriston,not_started
60849863,Cefn Glas,residential,W05001055,Morriston,not_started
60849864,Enfield Close,residential,W05001055,Morriston,not_started
60849886,Maes-y-Gwernen Close,residential,W05001055,Morriston,not_started
60849892,Brodorion Drive,residential,W05001055,Morriston,not_started
60852002,Pennard Street,residential,W05001044,Cwmbwrla,not_started
60852003,Penlan Fach,residential,W05001044,Cwmbwrla,not_started
60852034,Washington Street,residential,W05001050,Landore,not_started
60852039,Hosea Row,residential,W05001050,Landore,not_started
60861054,Carlton Road,residential,W05001042,Clydach,not_started
60861055,Kelvin Road,residential,W05001042,Clydach,not_started
60861058,Park Road,residential,W05001042,Clydach,not_started
60861059,Tanycoed Road,residential,W05001042,Clydach,not_started
60861133,Penydre Road,residential,W05001042,Clydach,not_started
60861139,Tanyrallt,residential,W05001042,Clydach,not_started
61319765,Beattie Street,residential,W05001044,Cwmbwrla,not_started
61351057,Alice Street,residential,W05001044,Cwmbwrla,not_started
61351058,Phyllis Street,residential,W05001044,Cwmbwrla,not_started
61351059,Megan Street,residential,W05001044,Cwmbwrla,not_started
61351061,Coedwig Place,residential,W05001043,Cockett,not_started
61351066,Montana Place,residential,W05001050,Landore,not_started
61351069,Greenfield Terrace,residential,W05001050,Landore,not_started
61351070,Tabernacle Street,residential,W05001050,Landore,not_started
61351085,Penplas Road,unclassified,W05001051,Llangyfelach,not_started
61351085,Penplas Road,unclassified,W05001059,Penderry,not_started
61351087,Newgale Close,residential,W05001059,Penderry,not_started
61351088,Whitland Close,residential,W05001059,Penderry,not_started
61351092,Templeton Way,residential,W05001059,Penderry,not_started
61351094,Neyland Drive,residential,W05001059,Penderry,not_started
61351095,Canaston Court,residential,W05001059,Penderry,not_started
61351098,Nolton Court,residential,W05001059,Penderry,not_started
61351099,Marloes Court,residential,W05001059,Penderry,not_started
61351103,Heol Pen-tir-garw,residential,W05001059,Penderry,not_started
61351109,Caldey Place,residential,W05001059,Penderry,not_started
61351110,Ramsey Place,residential,W05001059,Penderry,not_started
61351112,Flatholm Place,residential,W05001059,Penderry,not_started
61351113,Bardsey Avenue,residential,W05001059,Penderry,not_started
61351114,Grassholm Gardens,residential,W05001059,Penderry,not_started
61351116,Nant Cadle,residential,W05001059,Penderry,not_started
61351119,Ffynnon Caeconna,residential,W05001059,Penderry,not_started
61351120,Cefn-y-maes,residential,W05001059,Penderry,not_started
61351121,Pwll-yr-hwyaid,residential,W05001059,Penderry,not_started
61351122,Cadle-Dell Place,residential,W05001059,Penderry,not_started
61351124,Brookfield Place,residential,W05001059,Penderry,not_started
61351125,Cadle Wood Road,residential,W05001059,Penderry,not_started
61351126,Cadle Place,residential,W05001059,Penderry,not_started
61351128,Greenwood Place,residential,W05001059,Penderry,not_started
61351130,Oakford Place,residential,W05001059,Penderry,not_started
61351133,Westdale Road,residential,W05001059,Penderry,not_started
61351134,Glenside Road,residential,W05001059,Penderry,not_started
616604809,British Legion Club,bus_stop,W05001047,Gorseinon_Penyrheol,not_started
616643916,Swansea Sainsbury,bus_stop,W05001041,Castle,not_started
616643918,Canaan Terrace (NE),bus_stop,W05001065,StThomas,not_started
63819362,Bosco Lane,residential,W05001061,Pennard,not_started
672030947,Longfields,residential,W05001056,Mumbles,not_started
673626880,Bellerphon Court,residential,W05001040,Bon-y-maen,not_started
673626882,Prince Apartments,residential,W05001040,Bon-y-maen,not_started
675383511,Golwg Y Garreg Wen,residential,W05001050,Landore,not_started
67691509,Plas Newydd,residential,W05001045,Dunvant_Killay,not_started
67691514,Sunnybank,residential,W05001045,Dunvant_Killay,not_started
67691542,Lon Killan,residential,W05001045,Dunvant_Killay,not_started
67691546,Voylart Close,residential,W05001045,Dunvant_Killay,not_started
678494014,Westway,tertiary,W05001041,Castle,not_started
686262056,Glynhir Road,unclassified,W05001062,Pontarddulais,not_started
